"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"11","1_379_1",0,0.428897871124826,0.259955405721757,0.171272631246635,0.10557034042697,0.259955405721757,0.271654937397848,0.613205633023494,0.982770802639321,0.304117065520343,0.463833614109064,0.093012770253579,0.754433282044182,0.694032025898563,0.0946789160147338,0.852287152009146,0.699625602514537,0.966653900138168,0.587161574376792,0.523923575428699,0.359291351469598,0.514231607702232,0.267695642423021,0.0207983626000775,1,41,FALSE
"12","1_380_1",0,0.609881176871331,0.100083116688537,0.123642809211948,0.0704823196391724,0.100083116688537,0.381246874814823,0.296562955839611,0.364977654329732,0.364178100270959,0.321057919639371,0.100652881642591,0.847935284589202,0.29412242201403,0.370024901242974,0.508064511660952,0.429666169819671,0.917528093930303,0.307247128955702,0.47348402836846,0.390620964409693,0.425851989681032,0.406441537186212,0.0733361232626047,2,26,FALSE
"13","1_386_1",0,0.505979271816294,0.11836468471333,0.136552344217247,0.0869844885845898,0.11836468471333,0.313816431313837,0.513253061985792,0.780895970294131,0.79669229832525,0.431895577109334,0.361160980777616,0.902020112660267,0.594029549342175,0.0316780180299638,0.896721093796802,0.410391589547323,0.674734575721303,0.611110906172332,0.789909152553955,0.253035471645869,0.582114528836483,0.383207239059581,0.034151685520009,1,41,FALSE
"14","1_390_1",0,0.386084901452853,0.11178289787136,0.0458283157335356,0.0563468346532847,0.11178289787136,0.248083394123516,0.657117799565211,0.832162000524084,0.505859136469651,0.45470371838211,0.0666310036166784,0.813347320866621,0.756179749945652,0.257468735682344,0.837562331650202,0.71695285192705,0.862683464542075,0.662671198022154,0.639953366507188,0.424627357681405,0.574276161263765,0.125621482553259,0.0590860930522931,1,41,FALSE
"15","1_396_1",0,0.480831721525503,0.0879591106021247,0.125133153506627,0.0636978280145384,0.0879591106021247,0.27693930954947,0.536278191581713,0.795969040978047,0.422833425785093,0.420904673362784,0.367938380729807,0.838491620870441,0.689644541278156,0.0338868329581211,0.840009713551865,0.561681646464579,0.67060048060849,0.727374136018038,0.886017061394967,0.0762453304128637,0.597231734624837,0.388102235514234,0.0359353285671882,1,41,FALSE
"16","1_397_1",0,0.488559600298961,0.0903782804846648,0.124543979357712,0.0695920381090106,0.0903782804846648,0.508680080166733,0.600155160013727,0.830960469977944,0.804529126482113,0.413382813295617,0.194357013320062,0.886741054237208,0.244877682733523,0.041616060205426,0.958314611574585,0.560506884730682,0.581020304152659,0.232083231020487,0.44367396713122,0.0970756597154723,0.718583136718829,0.308693104731892,0.0288339331995671,1,41,FALSE
"17","1_399_1",0,0.438307555226672,0.14289146405568,0.100758161718651,0.0958293804463461,0.14289146405568,0.205133899403089,0.783452899215636,0.502576977876031,0.642904024691405,0.516012939874688,0.291674852716106,0.8451470980302,0.917641313301131,0,0.977492108511398,0.737177841425034,0.658776310821048,1,0.734852765865206,0.00316288497139581,0.715021573879868,0.130974955942984,0.0259691962364784,1,41,FALSE
"18","1_402_1",0,0.354649252715432,0.110451490638957,0.042918145451405,0.0569716163864213,0.110451490638957,0.270862371620496,0.588306146709778,0.729561287890294,0.274122458993737,0.427543697266957,0.0798735437925732,0.815231145462699,0.681351860391087,0.271515924409535,0.485145165846536,0.486444432621218,0.874576876741856,0.572521519211322,0.640589999070171,0.385570209488557,0.44028491194613,0.186452855601319,0.0623371555121343,1,41,FALSE
"19","1_408_1",0,0.548596563525863,0.102293744496438,0.138160365354077,0.0781645486263738,0.102293744496438,0.293956650516468,0.469865891072571,0.834489780438684,0.513985736041983,0.420908344919547,0.602582281735878,0.861850621228276,0.657161891824411,0.138143173026415,0.927606144841059,0.62380765340587,0.500521029855829,0.779923336491772,1,0.201052803587561,0.719856320768687,0.598184003286546,0.0121242334283294,1,41,FALSE
"20","1_409_1",0,0.381495800651551,0.223271046581935,0.0896457483476386,0.0668487018730139,0.223271046581935,0.198128156869167,0.613205633023494,0.982770802639321,0.304117065520343,0.463833614109064,0.093012770253579,0.797043333947183,0.694032025898563,0.0946789160147338,0.852287152009146,0.699625602514537,0.966653900138168,0.86392850245978,0.523923575428699,0.359291351469598,0.514231607702232,0.267695642423021,0.0207983626000775,1,41,FALSE
"21","1_410_1",0,0.612084484498731,0.0996328002919578,0.123994908964807,0.0704406961788676,0.0996328002919578,0.381246874814823,0.296562955839611,0.328322280589091,0.292133587271341,0.319334474517019,0.126405539923116,0.847935284589202,0.29412242201403,0.370024901242974,0.489729035030804,0.475088780110385,0.921226038963945,0.307247128955702,0.47348402836846,0.261597486362907,0.437398327471229,0.425110985940811,0.0749403489459509,2,26,FALSE
"22","1_413_1",0,0.48405329089983,0.126540563591833,0.077944280954289,0.0733711524420173,0.126540563591833,0.278934183917505,0.593637054668442,0.765379037907397,0.597206939969558,0.448591602039951,0.114754419238169,0.813468984064321,0.62258041789066,0.18652413249056,0.809491652987293,0.45304268994268,0.705777914722857,0.470544229014585,0.661264689062739,0.325428644658005,0.585796996381647,0.297797447309113,0.140115486725116,1,41,FALSE
"23","1_416_1",0,0.613572872146742,0.0868355153912451,0.114754990997443,0.0622244530634834,0.0868355153912451,0.425238639372763,0.132900951358159,0.0831836632733614,0.37863642686004,0.254589938740716,0.361160980777616,0.844645416524384,0.184988905219494,0.313450351253717,0.567460351415205,0.471233863981701,0.674734575721303,0.00328145235911559,0.674528277830601,0.109097513673457,0.468650835324201,0.615124520270817,0.034151685520009,2,26,FALSE
"24","1_420_1",0,0.66673627510769,0.0984603788121491,0.124189856601147,0.0719824552804753,0.0984603788121491,0.396913034233489,0.195783189985724,0.694517146640375,0.756498155302622,0.33173769550753,0.00287900585005509,0.776947706051152,0.222434764388658,0.882581557919456,0.837562331650202,0.436548391764804,0.913260679059527,0.083752769266171,0.556834114318779,0.376646039869101,0.763042469415557,0.399006705380621,0.116963421770161,2,26,FALSE
