"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"262","facebook_S",349195.545886583,4913222.30222396,0.0167428503510183,31294.4095683055,0.0156694163569505,4913222.30222396,0.0167428503510183,31294.4095683055,0.0156694163569505,TRUE,0.64389108257,0.897756894188591,0.708326750186678,0.915930916935923,0.0733711524420173,0.126540563591833,0.077944280954289,0.126540563591833,0.48405329089983,0,315880.228790773,0.004724464038,65481090.2533626,1e-04,"1_413_1",1,413,1,413,8,334078.021992166,2127.88549039596,2320.21700311483,192.331512718869,11034.7485618999,0.0265630827769259,0.112918384956942,5.18578119532481,14.706810920771,0.0679957065734531,1,FALSE,10.3920896891494,0.632954156485451,2.18317495866544,18.5655435895403,0.00315878811814419
"263","search_S",336867.577871716,15293939.3605478,0.0521173523687893,97413.6265003044,0.0487759537096256,15293939.3605478,0.0521173523687893,97413.6265003044,0.0487759537096256,TRUE,0.64389108257,0.897756894188591,0.708326750186678,0.915930916935923,0.0733711524420173,0.126540563591833,0.077944280954289,0.126540563591833,0.48405329089983,0,315880.228790773,0.004724464038,65481090.2533626,1e-04,"1_413_1",1,413,1,413,8,809960,5158.98089171975,5887.86438681592,728.883495096179,108151.126406573,0.0644012269879381,0.35149375012825,20.9636609781125,18.8823390791493,0.0529595404366106,1,FALSE,18.2659229832073,0.854031608791786,7.17937918215642,29.2837614573801,0.0767709524130431
"264","newsletter",540050.523642061,11644863.1879706,0.039682348919165,74171.1031080931,0.0371381953610044,11644863.1879706,0.039682348919165,74171.1031080931,0.0371381953610044,TRUE,0.64389108257,0.897756894188591,0.708326750186678,0.915930916935923,0.0733711524420173,0.126540563591833,0.077944280954289,0.126540563591833,0.48405329089983,0,315880.228790773,0.004724464038,65481090.2533626,1e-04,"1_413_1",1,413,1,413,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.133662447676783
"265","(Intercept)",797821.134191101,125257918.068003,0.43074241439073,797821.134191101,0.396792237969498,125257918.068003,0.43074241439073,797821.134191101,0.396792237969498,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"266","trend",0,0,0,0,0,0,0,0,0,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"267","season",0.305685945377975,111908.497277319,0.000384835841530602,712.792976288659,0.000354503920928686,111908.497277319,0.000384835841530602,712.792976288659,0.000354503920928686,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"268","holiday",0.677098708241961,4712295.27643498,0.016204847374133,188491.811057399,0.0937454328334131,4712295.27643498,0.016204847374133,188491.811057399,0.0937454328334131,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"269","competitor_sales_B",0.12417404131718,108185010.418699,0.37203135184905,689076.499482159,0.342708653160624,108185010.418699,0.37203135184905,689076.499482159,0.342708653160624,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"270","events",0,0,0,0,0,0,0,0,0,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"271","tv_S",371199.510704576,12539596.7495324,0.0431217144807353,79870.0429906523,0.0397229551171427,12539596.7495324,0.0431217144807353,79870.0429906523,0.0397229551171427,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,2591412.14666667,16505.80985138,30194.0964068163,13688.2865554363,80583.2205109637,0.206047362680601,0.312666169482748,4.88211249472416,4.83890482865186,0.206658331876844,2,FALSE,4.01831988299538,0.170986607047449,2.22484137735003,5.81611660792268,0.387813854366865
"272","ooh_S",159594.723999503,5767719.14785201,0.0198342852060229,36737.064636,0.0182709901613824,5767719.14785201,0.0198342852060229,36737.064636,0.0182709901613824,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,8239693.86666667,52482.1265392781,65264.4792927246,12782.3527534465,49626.9780562707,0.655151359349006,0.143814086579653,0.945597698277897,0.699991922173841,1.42858791412118,2,FALSE,0.90122589407297,0.0611740102502811,0.256273936446255,1.54112724490256,0.404821593565023
"273","print_S",100265.760263653,1751273.74982234,0.00602235686887312,11154.6098714799,0.00554768785245164,1751273.74982234,0.00602235686887312,11154.6098714799,0.00554768785245164,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,601634.977777778,3832.06992215145,4874.03084340452,1041.96092125307,8066.71924054845,0.0478369682055284,0.0436667993405017,2.10505533678246,2.91085760387621,0.343541366870148,2,FALSE,3.4909017694519,0.276881757162752,0.566125543610923,6.38154356649789,0.0932911994509142
"274","facebook_S",149895.599254352,5251501.60277947,0.018059093704,33449.0547947737,0.0166357153767796,5251501.60277947,0.018059093704,33449.0547947737,0.0166357153767796,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,334078.021992166,2127.88549039596,2432.67274634678,304.787255950821,24708.4270431755,0.0265630827769259,0.130942559236189,11.6117277713932,15.7193866614267,0.0636157136113885,2,FALSE,15.4363856453315,0.945072677686626,5.52725105217543,25.3768530594549,0.0186158259276231
"275","search_S",452611.893415774,14795292.6176609,0.0508787002214799,94237.5325965663,0.0468685521819713,14795292.6176609,0.0508787002214799,94237.5325965663,0.0468685521819713,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,809960,5158.98089171975,5569.76854994177,410.78765822202,96407.1564560388,0.0644012269879381,0.368910385360909,18.6872482142304,18.2666954141697,0.0547444393923756,2,FALSE,17.5246979508766,1.06903036592595,6.33298912169276,28.7861060071253,0.0265047517841881
"276","newsletter",318783.220052346,12422896.3580197,0.0427204000634443,79126.7283950299,0.0393532714258082,12422896.3580197,0.0427204000634443,79126.7283950299,0.0393532714258082,TRUE,0.56212021325,0.911214320020736,0.855692678472894,0.844560557354554,0.0622244530634834,0.0868355153912451,0.114754990997443,0.0868355153912451,0.613572872146742,0,173295.12135747,0.002546745756,65481090.2533626,1e-04,"1_416_1",1,416,1,416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.251907012618593
"277","(Intercept)",869133.157164543,136453905.674833,0.47180078100652,869133.157164543,0.441017421332368,136453905.674833,0.47180078100652,869133.157164543,0.441017421332368,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"278","trend",0,0,0,0,0,0,0,0,0,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"279","season",0.28972206697237,106064.284711772,0.000366726127159447,675.56869243167,0.000342798523118236,106064.284711772,0.000366726127159447,675.56869243167,0.000342798523118236,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"280","holiday",0.549380389995608,3823434.58232857,0.0132198445559236,152937.383293143,0.077603816917196,3823434.58232857,0.0132198445559236,152937.383293143,0.077603816917196,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"281","competitor_sales_B",0.109193261614551,95133201.9165546,0.328930994989904,605943.96125194,0.307469391842174,95133201.9165546,0.328930994989904,605943.96125194,0.307469391842174,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"282","events",0,0,0,0,0,0,0,0,0,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"283","tv_S",402667.493231662,8402407.39063956,0.0290520256612182,53518.518411717,0.0271564820521464,8402407.39063956,0.0290520256612182,53518.518411717,0.0271564820521464,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,2591412.14666667,16505.80985138,23627.5150746309,7121.70522325088,26236.3198271094,0.206047362680601,0.215676597916124,1.58952030002428,3.24240488007575,0.308413056662017,2,FALSE,4.01831988299538,0.170986607047449,2.22484137735003,5.81611660792268,0.135978963400167
"284","ooh_S",193313.864044139,5058299.02825054,0.0174894915634011,32218.4651480926,0.0163483630808122,5058299.02825054,0.0174894915634011,32218.4651480926,0.0163483630808122,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,8239693.86666667,52482.1265392781,78811.034898686,26328.9083594079,37351.9112181225,0.655151359349006,0.129838589696432,0.711707274097743,0.613894048747815,1.62894558440457,2,FALSE,0.90122589407297,0.0611740102502811,0.256273936446255,1.54112724490256,0.364243794115651
"285","print_S",109569.594808827,1211147.57224738,0.00418764393495741,7714.31574679863,0.0039144147360526,1211147.57224738,0.00418764393495741,7714.31574679863,0.0039144147360526,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,601634.977777778,3832.06992215145,5623.76567698546,1791.69575483401,3055.58688354098,0.0478369682055284,0.0310882555215888,0.797372424202914,2.0130936813563,0.496747870832449,2,FALSE,3.4909017694519,0.276881757162752,0.566125543610923,6.38154356649789,0.0897431340441506
"286","facebook_S",232123.371527889,6924423.52190978,0.0239417729342392,44104.6084198075,0.0223796555382076,6924423.52190978,0.0239417729342392,44104.6084198075,0.0223796555382076,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,334078.021992166,2127.88549039596,2410.08015426454,282.194663868578,29552.4194953022,0.0265630827769259,0.177739073851573,13.8881625109455,20.7269651580736,0.0482463299558584,2,FALSE,15.4363856453315,0.945072677686626,5.52725105217543,25.3768530594549,0.0162144142299126
"287","search_S",422084.371677432,17362086.4069327,0.0600308645339444,110586.537623775,0.0561140594566905,17362086.4069327,0.0600308645339444,110586.537623775,0.0561140594566905,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,809960,5158.98089171975,5692.06898778288,533.088096063134,120440.873090995,0.0644012269879381,0.445657483014283,23.3458653208631,21.4357331311827,0.0466510752807094,2,FALSE,17.5246979508766,1.06903036592595,6.33298912169276,28.7861060071253,0.0507123134855156
"288","newsletter",375238.92756249,14744359.4067783,0.0509798546927326,93913.1172406262,0.0476535965212339,14744359.4067783,0.0509798546927326,93913.1172406262,0.0476535965212339,TRUE,0.521095538336,0.885713907843828,0.80109696141813,0.817823034188841,0.0719824552804753,0.0984603788121491,0.124189856601147,0.0984603788121491,0.66673627510769,0,312574.910675293,0.004673981545,65481090.2533626,1e-04,"1_420_1",1,420,1,420,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.244896437157347
"289","(Intercept)",859181.860860437,134891552.155089,0.458575365597487,859181.860860437,0.428424461981781,134891552.155089,0.458575365597487,859181.860860437,0.428424461981781,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"290","trend",0,0,0,0,0,0,0,0,0,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"291","season",0.280990127635458,102867.611052791,0.000349707239578935,655.207713712048,0.000326714313954766,102867.611052791,0.000349707239578935,655.207713712048,0.000326714313954766,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"292","holiday",0.563359562182156,3920723.18480453,0.0133288337123672,156828.927392181,0.0782015448672154,3920723.18480453,0.0133288337123672,156828.927392181,0.0782015448672154,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"293","competitor_sales_B",0.104949434218496,91435822.7688096,0.310843897820269,582393.775597514,0.290406200757109,91435822.7688096,0.310843897820269,582393.775597514,0.290406200757109,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"294","events",0,0,0,0,0,0,0,0,0,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"295","tv_S",449482.145969966,19073336.7359405,0.0648414391198622,121486.221248029,0.0605781748281587,19073336.7359405,0.0648414391198622,121486.221248029,0.0605781748281587,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,2591412.14666667,16505.80985138,35613.762886754,19107.953035374,146995.151379825,0.206047362680601,0.347597088334677,8.90566126130038,7.36020966810492,0.135865694741476,1,FALSE,4.49731739835318,0.195196078282339,1.96854294626048,7.02068468031336,0.549324264347171
"296","ooh_S",259314.171165184,13441528.0924603,0.0456956240825371,85614.8286143968,0.0426911793156949,13441528.0924603,0.0456956240825371,85614.8286143968,0.0426911793156949,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,8239693.86666667,52482.1265392781,81625.334341771,29143.2078024929,102744.214804666,0.655151359349006,0.244961649468701,1.95769915549765,1.63131401602642,0.613002763524225,1,FALSE,1.3973947348268,0.0371547397855084,0.915983922542528,1.87763752306584,0.695737352081615
"297","print_S",141248.315767227,1746867.21987896,0.00593862448172623,11126.5428017768,0.00554816544752777,1746867.21987896,0.00593862448172623,11126.5428017768,0.00554816544752777,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,601634.977777778,3832.06992215145,4951.57242339336,1119.50250124191,4044.94934078184,0.0478369682055284,0.0318353294834375,1.05555207054021,2.90353334563635,0.344407961252753,1,FALSE,3.86460915786221,0.218880015895399,1.03596569196613,6.70110442213986,0.0430753750538696
"298","facebook_S",408472.792091372,2865282.77070367,0.00974077377807122,18250.2087305966,0.00910032696527227,2865282.77070367,0.00974077377807122,18250.2087305966,0.00910032696527227,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,334078.021992166,2127.88549039596,2269.89456796378,142.009077567818,4353.16227359111,0.0265630827769259,0.052217604194833,2.04576904783587,8.5766874265403,0.116595131694497,1,FALSE,10.3920896891494,0.632954156485451,2.18317495866544,18.5655435895403,0.000922653013380454
"299","search_S",435831.897151619,17744954.4121746,0.0603254898254703,113025.187338692,0.0563591449980979,17744954.4121746,0.0603254898254703,113025.187338692,0.0563591449980979,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,809960,5158.98089171975,5982.80220821736,823.821316497613,119210.693590267,0.0644012269879381,0.323388328518351,23.1074113458344,21.9084330240686,0.0456445241383261,1,FALSE,18.2659229832073,0.854031608791786,7.17937918215642,29.2837614573801,0.0587667835785229
"300","newsletter",842661.440125557,8930572.35608216,0.0303602443426306,56882.6264718609,0.0283640865251882,8930572.35608216,0.0303602443426306,56882.6264718609,0.0283640865251882,TRUE,0.53130904757,0.889143457929033,0.781522020160823,0.789817667115178,0.0705772115153844,0.102692301674436,0.133522124842178,0.102692301674436,0.506241492367557,0,323930.351115778,0.004847414456,65481090.2533626,1e-04,"1_426_1",1,426,1,426,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.0480325845453856
"301","(Intercept)",853875.544072891,134058460.419444,0.460720553391717,853875.544072891,0.430696573139423,134058460.419444,0.460720553391717,853875.544072891,0.430696573139423,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"302","trend",0,0,0,0,0,0,0,0,0,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"303","season",0.279796907533677,102430.785380789,0.000352025287902983,652.425384591014,0.000329084700133457,102430.785380789,0.000352025287902983,652.425384591014,0.000329084700133457,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"304","holiday",0.551999973146415,3841665.67501493,0.0132027052242809,153666.627000597,0.077509761363304,3841665.67501493,0.0132027052242809,153666.627000597,0.077509761363304,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"305","competitor_sales_B",0.107459290670213,93622502.3960349,0.321753740710291,596321.671312324,0.300785872257125,93622502.3960349,0.321753740710291,596321.671312324,0.300785872257125,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"306","events",0,0,0,0,0,0,0,0,0,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"307","tv_S",416114.886198928,12808827.3212169,0.0440202728963614,81584.8873962859,0.0411515842858552,12808827.3212169,0.0440202728963614,81584.8873962859,0.0411515842858552,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,2591412.14666667,16505.80985138,26728.7517506666,10222.9418992866,83652.715933547,0.206047362680601,0.278594453163986,5.06807703994923,4.9427982105019,0.202314550870257,1,FALSE,4.49731739835318,0.195196078282339,1.96854294626048,7.02068468031336,0.3213561136249
"308","ooh_S",208434.941009997,9506351.71227972,0.0326706095826725,60550.0109062402,0.0305415495055403,9506351.71227972,0.0326706095826725,60550.0109062402,0.0305415495055403,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,8239693.86666667,52482.1265392781,82643.216235432,30161.0896961538,74746.7698012465,0.655151359349006,0.206764974688993,1.42423287183886,1.15372632358797,0.86675668185337,1,FALSE,1.3973947348268,0.0371547397855084,0.915983922542528,1.87763752306584,0.609364579975321
"309","print_S",141325.113791146,1548550.3873762,0.00532192439921113,9863.37826354265,0.0049751081960055,1548550.3873762,0.00532192439921113,9863.37826354265,0.0049751081960055,TRUE,0.54758940635,0.888996494884774,0.823495090002286,0.809010754889514,0.0697493307101253,0.0902234630957992,0.125028699704552,0.0902234630957992,0.551203298577942,0,310738.551953531,0.004645934633,65481090.2533626,1e-04,"1_427_1",1,427,1,427,5,601634.977777778,3832.06992215145,5735.30652846712,1903.23660631567,3127.34067926572,0.0478369682055284,0.0336812682026978,0.816096977037915,2.57390352052998,0.388514950938836,1,FALSE,3.86460915786221,0.218880015895399,1.03596569196613,6.70110442213986,0.07928115613255
