"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","mape.qt10","robynPareto","coef0","error_score"
"1",2.561917213,0.4200860178,0.10073062935,1.3470271092,0.79091732907,0.22020445657,0.7224564614,0.42273949947,0.26579652985,1.8502204573,0.62730995794,0.19480508791,1.6246483483,0.55444733027,0.09303091797,2.8538526523,0.35772546683,0.3534371278,0.55543133093,0.917822802140221,0.869038173845625,0.841105875815372,0.0600723204089825,0.0788759079517248,0.114139032334982,0.0788759079517248,0.553185027749793,0,136355.371119087,136355.371119087,65481090.2533626,1e-04,1,0.0355935096740723,0.0355935096740723,"1_444_1",1,1,1,TRUE,1,NA,0.188279164371805
